	Pid	period	true label	predicted label	logits
305	251783	Middle Babylonian (ca. 1400-1100 BC)	7	10	[0.4633687734603882, -2.0765414237976074, -2.684448719024658, -1.6271302700042725, 2.074862241744995, 0.4815567433834076, -1.7027252912521362, -2.5056169033050537, 2.5942223072052, -1.1485040187835693, 5.125927925109863, -5.61148738861084, -0.7261224985122681, 3.107977867126465, -1.8746141195297241, 3.4377176761627197, 0.3192947506904602, -0.5465730428695679]
306	281820	Middle Assyrian (ca. 1400-1000 BC)	6	8	[-2.1361379623413086, -2.4114322662353516, 0.5815246105194092, -2.129474639892578, 1.0941438674926758, -2.140179395675659, 0.8561927676200867, 3.0711934566497803, 4.461415767669678, 2.7843568325042725, -0.6645716428756714, 1.2081215381622314, -0.05233599245548248, 0.279318630695343, -1.4968860149383545, 1.0907093286514282, -0.6879537105560303, -0.9090497493743896]
307	476260	Middle Babylonian (ca. 1400-1100 BC)	7	12	[0.9415575265884399, -0.09992600977420807, 0.0761251226067543, 1.7499778270721436, -2.4172964096069336, 1.6656535863876343, 1.9823859930038452, -0.4693402051925659, 4.302750587463379, 1.3126304149627686, -2.107034683227539, -3.8159632682800293, 5.941374778747559, -4.419589996337891, 2.0518290996551514, -0.719216525554657, -4.545953750610352, -1.2234386205673218]
308	10644	ED IIIa (ca. 2600-2500 BC)	1	1	[1.1889832019805908, 8.813536643981934, 3.305156946182251, 2.561441659927368, 0.8170843720436096, 2.247931957244873, -1.3885282278060913, -0.3818754553794861, -4.172010898590088, 0.42308804392814636, -2.640807867050171, 2.8500194549560547, -2.552973508834839, -7.003026008605957, -3.8921523094177246, -0.45188644528388977, 1.5308564901351929, 0.22223743796348572]
309	217506	Old Akkadian (ca. 2340-2200 BC)	10	11	[-0.7942501902580261, 1.4698126316070557, 1.299442172050476, 0.6603906154632568, -0.6381943821907043, 1.2167344093322754, 0.2392321527004242, -3.152785539627075, -2.366048812866211, -0.8795961141586304, 3.9584901332855225, 4.182167053222656, 1.0700129270553589, 1.8129160404205322, -0.46613648533821106, 0.48821592330932617, -1.3925366401672363, -1.8889591693878174]
310	391702	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-2.32330322265625, -0.48116281628608704, 0.10773538798093796, 11.321682929992676, -0.7215175032615662, 0.27177807688713074, 5.078174114227295, 1.4628726243972778, -3.2572884559631348, 2.1811301708221436, -5.141793251037598, 0.8852052092552185, 0.9701938629150391, -3.2143161296844482, -1.4786356687545776, -1.641845464706421, -3.55078387260437, -0.02242352068424225]
311	424599	Neo-Assyrian (ca. 911-612 BC)	8	8	[-0.15160387754440308, -3.662659168243408, 0.7648305296897888, -0.6632378101348877, -0.7256289124488831, -0.3359330892562866, 0.9437846541404724, 1.3935660123825073, 9.359416961669922, 2.926064968109131, -1.8358192443847656, -0.9909474849700928, 0.6930339336395264, -1.4582637548446655, -2.3070855140686035, 0.1138819009065628, -1.2514722347259521, -0.22066643834114075]
312	20346	ED IIIb (ca. 2500-2340 BC)	2	1	[3.210170269012451, 11.135997772216797, 3.591843366622925, -2.514897584915161, 1.7178627252578735, -0.7479994297027588, -1.483117699623108, -3.2674057483673096, -4.43549919128418, -3.4585306644439697, -1.9816937446594238, 0.4629000723361969, -1.9035968780517578, -3.3978793621063232, -2.921294689178467, 4.639433860778809, 2.283186197280884, -1.4427067041397095]
313	8921	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.8016691207885742, -1.4981640577316284, -3.9738364219665527, -2.389751672744751, 1.7050975561141968, -1.109792709350586, 2.9750101566314697, 1.3792839050292969, 1.993457555770874, -0.23008757829666138, -3.4709644317626953, 6.467579364776611, -2.491595506668091, 11.1052885055542, -4.504715919494629, -0.16677860915660858, -1.9196563959121704, -0.49257925152778625]
314	449042	ED I-II (ca. 2900-2700 BC)	0	0	[7.314568996429443, 4.710306644439697, 4.298026084899902, -6.0706377029418945, 1.0021204948425293, -1.7154924869537354, -2.092072010040283, -1.3587678670883179, -1.8692682981491089, -1.5707532167434692, -0.17237533628940582, 2.2396345138549805, 0.7185885906219482, -0.5406883955001831, -4.308916091918945, 4.750005722045898, -0.9227284789085388, -1.9489268064498901]
315	359336	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.4198780953884125, -1.6390374898910522, 0.8162779211997986, 0.7450332641601562, -2.0557310581207275, 0.7941614389419556, -0.05909696966409683, -1.2762134075164795, -0.13297678530216217, 2.095855951309204, 1.0158028602600098, 6.403573513031006, -1.4569180011749268, -0.477477103471756, 0.8550029397010803, -1.4799892902374268, -1.476845383644104, -0.22610847651958466]
316	221455	ED IIIb (ca. 2500-2340 BC)	2	2	[-0.4239673912525177, 3.939324378967285, 6.703032493591309, -0.9812484979629517, 0.4403066337108612, 0.7398396134376526, -0.5825420618057251, -0.5937261581420898, 0.26173147559165955, -3.170285940170288, 0.3810443580150604, -2.6081066131591797, 2.793510675430298, -2.9434010982513428, -2.0164544582366943, 3.216085195541382, -3.072974681854248, -3.4852263927459717]
317	252878	ED IIIa (ca. 2600-2500 BC)	1	10	[1.1329538822174072, -0.6928208470344543, 5.617297172546387, -0.5744007229804993, 0.8772783279418945, -3.6348414421081543, -2.2396445274353027, -0.7711724638938904, 1.9934749603271484, -0.5313425064086914, 8.068459510803223, -1.236899495124817, 2.934943914413452, -2.47001576423645, -2.2629523277282715, -4.062072277069092, -3.9113638401031494, -0.5962890386581421]
318	247707	ED IIIb (ca. 2500-2340 BC)	2	2	[-1.7640676498413086, -1.7560837268829346, 8.425248146057129, 5.469278812408447, -1.4695791006088257, -3.920656442642212, -1.3235063552856445, 0.6986144781112671, -2.183926582336426, -0.5586299896240234, 2.5911402702331543, -2.072518825531006, 2.9823904037475586, 1.5147780179977417, -0.7655319571495056, -4.191232681274414, -3.7974300384521484, -0.8191013336181641]
319	129272	Ur III (ca. 2100-2000 BC)	14	14	[-1.4969360828399658, -2.970442295074463, 0.0891217589378357, 3.2619707584381104, -1.9306070804595947, -3.3016481399536133, 2.6821296215057373, 0.6190060377120972, -1.326034665107727, 3.0553038120269775, -0.29927629232406616, 3.551525831222534, 0.5432744026184082, -3.2353742122650146, 7.988784313201904, -4.853200912475586, -2.826389789581299, 0.09889145195484161]
320	395585	Neo-Assyrian (ca. 911-612 BC)	8	8	[-0.14663010835647583, -3.7991509437561035, -1.7687773704528809, 0.976629376411438, -0.6998417377471924, -2.294752359390259, 2.531221866607666, 1.3075400590896606, 15.258575439453125, 2.950605630874634, -4.510544300079346, -1.8368395566940308, 2.556034803390503, -4.405765533447266, -1.0177624225616455, -3.2450692653656006, -2.1063547134399414, -0.7892477512359619]
321	220800	ED IIIb (ca. 2500-2340 BC)	2	2	[-0.6687219738960266, 2.4044313430786133, 7.735620975494385, -0.8434551358222961, 1.5725159645080566, 1.1900721788406372, -2.266965866088867, -0.17521122097969055, -0.6909146904945374, 1.605151653289795, 3.260319232940674, 1.3294473886489868, -1.2221155166625977, -3.373461961746216, -0.9731045961380005, -2.974261999130249, -2.5831425189971924, -1.7343469858169556]
322	212725	Old Akkadian (ca. 2340-2200 BC)	10	14	[-1.475732445716858, -1.2124872207641602, 1.5647183656692505, 5.128017425537109, -2.565113067626953, -0.7289267778396606, -1.3590649366378784, -1.4170011281967163, -3.352757453918457, -0.047846198081970215, 3.2233057022094727, -0.27938663959503174, 2.8703951835632324, -3.5130085945129395, 6.116674900054932, -1.002329707145691, -1.7727224826812744, -1.34157133102417]
323	8266	Proto-Elamite (ca. 3100-2900 BC)	13	13	[0.29665637016296387, -0.6310669183731079, 0.6322607398033142, -4.4143524169921875, 0.03312278166413307, 2.078963041305542, -1.6395825147628784, 2.452838659286499, 3.163203716278076, -1.4385257959365845, -1.2069227695465088, 0.5451767444610596, -1.3486002683639526, 8.051730155944824, -2.8575000762939453, -0.11614952981472015, -1.2555351257324219, 0.08907601237297058]
324	213124	Lagash II (ca. 2200-2100 BC)	5	11	[-0.8050273060798645, 1.7038906812667847, 2.6560583114624023, -3.036926746368408, 1.2689052820205688, 2.5922365188598633, -0.6569796204566956, 0.34032005071640015, -3.883002758026123, -0.4231918752193451, 4.671639919281006, 7.885340690612793, -2.5759315490722656, -0.638321578502655, 2.2332921028137207, -2.915738582611084, -3.4427826404571533, -2.0918936729431152]
325	217275	Old Akkadian (ca. 2340-2200 BC)	10	2	[-1.1016172170639038, 1.243291974067688, 5.0981245040893555, 0.37825867533683777, 0.6725184321403503, 1.1416122913360596, 1.362568736076355, 0.7871694564819336, 2.269918918609619, 2.3590869903564453, 0.598167359828949, 3.3995728492736816, -2.923234462738037, -5.104006290435791, -0.5585132241249084, -0.10222850739955902, -2.65155291557312, -2.92590069770813]
326	143204	Ur III (ca. 2100-2000 BC)	14	3	[-0.8529917001724243, -1.4504088163375854, 0.3466671407222748, 7.113443374633789, -1.600956916809082, 0.28569185733795166, -0.3918962776660919, -1.1011652946472168, -1.307257890701294, 0.5051864385604858, 0.009604346007108688, 0.3626382052898407, 0.6670397520065308, -1.7592601776123047, 3.695533514022827, -0.6297261714935303, -0.14189070463180542, -1.251739263534546]
327	292571	Ur III (ca. 2100-2000 BC)	14	3	[-1.670559287071228, -1.4176667928695679, 0.6276094317436218, 6.540689945220947, -0.8360123038291931, 0.10003595799207687, -1.2418439388275146, -0.43961194157600403, -0.40772494673728943, 0.0752166286110878, 0.45933377742767334, -1.8728718757629395, 1.0195688009262085, -1.3093370199203491, 2.671525239944458, -0.011379707604646683, -1.0658795833587646, 0.07408082485198975]
328	120746	Ur III (ca. 2100-2000 BC)	14	3	[-2.2027053833007812, -3.67626953125, -1.2792706489562988, 7.276661396026611, -1.6844266653060913, -1.3323330879211426, -1.0085867643356323, 0.5043898224830627, -0.5226648449897766, 0.8677146434783936, -0.1903727799654007, -1.6644171476364136, 6.242661476135254, -4.212839126586914, 3.2846486568450928, -0.5813392996788025, -2.6620352268218994, 0.26940590143203735]
329	247606	ED IIIb (ca. 2500-2340 BC)	2	15	[-0.36489999294281006, -2.656529426574707, 1.0931745767593384, 1.0917192697525024, -1.5773305892944336, -0.017723048105835915, -0.6220936179161072, 1.4251458644866943, 1.088316559791565, 0.2970045804977417, -1.265224814414978, 0.6821454763412476, 0.12358840554952621, 1.0187045335769653, 0.722222626209259, 3.579610586166382, -0.3098132610321045, 1.2251089811325073]
330	491922	Lagash II (ca. 2200-2100 BC)	5	2	[-1.6399261951446533, 1.2056918144226074, 8.292396545410156, 5.035407066345215, 0.04993068054318428, -1.9388946294784546, 2.582310914993286, 0.6441892981529236, -3.064676284790039, 2.4926466941833496, -3.3211731910705566, -1.9504420757293701, -1.3602402210235596, 2.396501302719116, -2.4696662425994873, -2.140601396560669, -2.853703737258911, -2.7732715606689453]
331	322936	Old Akkadian (ca. 2340-2200 BC)	10	10	[0.7734479308128357, 0.4337826073169708, 0.3232237994670868, 0.7779845595359802, -1.7102251052856445, 2.4425647258758545, -0.27653756737709045, -2.6056931018829346, 0.20997142791748047, -2.464073657989502, 3.6118247509002686, 1.208680510520935, 0.5455056428909302, -1.9632561206817627, 0.871312141418457, 3.413438081741333, 0.4013665020465851, -2.1740734577178955]
332	267031	Middle Babylonian (ca. 1400-1100 BC)	7	12	[-1.2901489734649658, -2.271956443786621, -2.0971755981445312, 0.8900661468505859, -1.1504698991775513, -4.700185298919678, 2.755643606185913, 4.896749019622803, 3.550095319747925, 2.060326099395752, -3.408440113067627, 2.8872928619384766, 6.584652423858643, 1.1309185028076172, -2.0521106719970703, -3.630676507949829, -0.5248169302940369, -1.678622841835022]
333	238635	Neo-Babylonian (ca. 626-539 BC)	9	15	[1.3027830123901367, -2.7925314903259277, 1.0452282428741455, -1.4647012948989868, -0.6671368479728699, -0.1660466492176056, -0.5876325964927673, 0.8243813514709473, 5.824812889099121, -0.43770867586135864, -2.8613836765289307, 0.46551498770713806, 1.5560733079910278, -3.847405433654785, -3.0836379528045654, 6.214418888092041, 1.940191626548767, -0.955815315246582]
334	358250	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.867228090763092, 3.358619213104248, -0.2014208287000656, 0.5790168642997742, 3.0982248783111572, -0.2954099476337433, -0.14129148423671722, 0.8640139698982239, -3.9574480056762695, 0.13675209879875183, 1.2622463703155518, 12.80381965637207, -0.37994295358657837, -0.7860438227653503, -2.6740801334381104, -4.414677143096924, -4.530259132385254, -1.882302165031433]
335	8333	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.4089863300323486, -2.0804357528686523, -6.020138740539551, 3.505922317504883, -0.7016882300376892, -1.1272811889648438, 0.16993510723114014, 0.17316561937332153, 6.417830467224121, -0.5032466650009155, -2.9533638954162598, 0.750410258769989, 0.272218257188797, 11.17822551727295, -3.6438567638397217, -2.5148117542266846, -2.7990965843200684, 0.08195358514785767]
336	236563	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-0.42673376202583313, -3.739305019378662, -2.4451165199279785, 12.218281745910645, -0.3533150851726532, 0.8671003580093384, -0.3929058015346527, -0.5252085328102112, -0.4693722128868103, 0.4829937517642975, -2.969356060028076, -5.297956943511963, 2.435865879058838, -1.581819772720337, 1.0890588760375977, 0.15602096915245056, -2.55354905128479, -0.3926592171192169]
337	281823	Middle Assyrian (ca. 1400-1000 BC)	6	8	[-3.470345973968506, -3.552980422973633, -1.4611097574234009, -3.448925733566284, 1.662723183631897, -4.315166473388672, 2.772148370742798, 2.7821707725524902, 9.681476593017578, 1.6347547769546509, -2.0955350399017334, 4.314451217651367, 0.4805060923099518, -1.8760323524475098, -0.5721126198768616, -1.4558579921722412, 0.07821563631296158, -1.3905960321426392]
338	2976	Uruk IV (ca. 3350-3200 BC)	16	15	[3.1265506744384766, 2.931124210357666, 2.4698832035064697, -6.0422563552856445, -0.8974053263664246, -2.452981948852539, 1.0796769857406616, 1.0631649494171143, -0.3995276093482971, -2.8120713233947754, -4.588120460510254, -1.5558875799179077, -3.558218479156494, -3.442136526107788, -8.61739444732666, 11.882790565490723, 8.79233455657959, -0.4553011357784271]
339	487	Uruk III (ca. 3200-3000 BC)	15	15	[2.94509220123291, 1.8537858724594116, 2.006453037261963, -1.4656425714492798, 1.1644954681396484, -4.581747531890869, 0.3290225863456726, 2.044313669204712, 0.025092821568250656, 1.439523696899414, -3.2843875885009766, -6.047923564910889, 3.345993757247925, -3.07102370262146, -5.049876689910889, 6.185254096984863, 4.230745315551758, -2.1309845447540283]
340	359219	Old Assyrian (ca. 1950-1850 BC)	11	11	[0.6416699886322021, -0.3378171920776367, 0.24989044666290283, -0.4967586398124695, -1.7108629941940308, 0.14677859842777252, -0.8533302545547485, -0.63309246301651, -0.5752989649772644, 0.9444016218185425, -0.36545807123184204, 8.966695785522461, -1.8108689785003662, -0.9308685064315796, 0.9015873074531555, -1.047879934310913, -0.742254376411438, -0.12287665903568268]
341	250469	ED IIIa (ca. 2600-2500 BC)	1	1	[2.3835854530334473, 8.601423263549805, 6.043603420257568, -1.547669768333435, 2.421846866607666, 4.346029758453369, -2.816286563873291, -3.4938793182373047, 2.019665479660034, -0.9366353750228882, 4.124064922332764, -0.47870463132858276, -1.208255648612976, -4.448550701141357, -4.448618412017822, -0.6906694769859314, -7.227163314819336, -3.441882848739624]
342	5110	Uruk III (ca. 3200-3000 BC)	15	13	[3.4243531227111816, -0.1466856300830841, -1.9720479249954224, -0.2438582479953766, 3.2155511379241943, -6.3080949783325195, -3.944068193435669, -1.10256028175354, 5.24440336227417, -9.141435623168945, -0.0003573708236217499, -8.307306289672852, 4.081489562988281, 7.641313552856445, -5.1614603996276855, -0.2573913633823395, -5.16010046005249, 2.3607401847839355]
343	8344	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.1856746673583984, -0.4679417908191681, 1.9854027032852173, -0.8002723455429077, 2.120041847229004, -0.604509711265564, -1.1003824472427368, 1.0485318899154663, -1.7803559303283691, -0.522337794303894, -0.8086673021316528, -0.5242319107055664, 1.6306548118591309, 10.460719108581543, -1.9192233085632324, -0.2818269729614258, -3.3307974338531494, -0.7217415571212769]
344	357619	Old Assyrian (ca. 1950-1850 BC)	11	8	[-1.4671552181243896, -0.8763682246208191, -0.41378021240234375, 1.0979894399642944, -1.2395585775375366, -2.4859540462493896, 0.0551367923617363, 3.894056797027588, 5.182071685791016, 3.112900495529175, -1.6934349536895752, 3.1865074634552, -0.7722307443618774, -1.2178279161453247, -0.9822745323181152, -2.5631303787231445, -0.8422845602035522, -0.48164892196655273]
345	8586	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.9387149810791016, -3.4094009399414062, -0.8616382479667664, 0.34124135971069336, 0.5189641118049622, -0.2606843113899231, -0.6492584347724915, 2.0954389572143555, 1.9460514783859253, -0.9896728992462158, -0.7448177337646484, -1.5321297645568848, -0.7563614845275879, 10.784937858581543, 0.4861823618412018, -1.5653542280197144, -3.4508583545684814, 0.19759252667427063]
346	214953	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.479559063911438, 2.8716626167297363, 4.5326032638549805, -2.7683329582214355, -0.8007580637931824, 0.9642438888549805, -1.9056336879730225, -1.2344261407852173, -1.275119662284851, -0.9540002346038818, 5.268204689025879, 2.4240455627441406, 0.2063533067703247, -3.763766050338745, 0.4232857823371887, 1.2403206825256348, -2.404059886932373, -1.1385358572006226]
347	112833	Ur III (ca. 2100-2000 BC)	14	12	[-0.9594871997833252, -2.5953359603881836, -1.8621474504470825, 6.492231369018555, -2.4700071811676025, -1.7019046545028687, 1.799438714981079, -0.020408527925610542, -0.858445942401886, -0.3752247989177704, -1.7146676778793335, -2.5838329792022705, 7.460328102111816, -4.903076648712158, 5.492477893829346, -1.6793071031570435, -0.6767997741699219, 0.3949270248413086]
